activity_type_id,timestamp,x,y,z,format_timestamp,id,activity_type,started,finished,updated,subject
2807,2024-09-05 21:25:00.961000+01:00,1.899,-0.572,9.934,2024-09-05 21:25:00.961,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:00.961000+01:00,1.899,-0.572,9.934,2024-09-05 21:25:00.961,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.122000+01:00,1.891,-0.558,9.929,2024-09-05 21:25:01.122,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.122000+01:00,1.891,-0.558,9.929,2024-09-05 21:25:01.122,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.282000+01:00,1.899,-0.572,9.931,2024-09-05 21:25:01.282,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.282000+01:00,1.899,-0.572,9.931,2024-09-05 21:25:01.282,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.444000+01:00,1.896,-0.589,9.924,2024-09-05 21:25:01.444,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.444000+01:00,1.896,-0.589,9.924,2024-09-05 21:25:01.444,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.601000+01:00,1.889,-0.572,9.919,2024-09-05 21:25:01.601,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.601000+01:00,1.889,-0.572,9.919,2024-09-05 21:25:01.601,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.762000+01:00,1.891,-0.594,9.931,2024-09-05 21:25:01.762,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.762000+01:00,1.891,-0.594,9.931,2024-09-05 21:25:01.762,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.921000+01:00,1.894,-0.577,9.936,2024-09-05 21:25:01.921,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:01.921000+01:00,1.894,-0.577,9.936,2024-09-05 21:25:01.921,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.081000+01:00,1.896,-0.577,9.931,2024-09-05 21:25:02.081,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.081000+01:00,1.896,-0.577,9.931,2024-09-05 21:25:02.081,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.244000+01:00,1.879,-0.565,9.931,2024-09-05 21:25:02.244,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.244000+01:00,1.879,-0.565,9.931,2024-09-05 21:25:02.244,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.404000+01:00,1.894,-0.57,9.938,2024-09-05 21:25:02.404,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.404000+01:00,1.894,-0.57,9.938,2024-09-05 21:25:02.404,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.563000+01:00,1.875,-0.558,9.936,2024-09-05 21:25:02.563,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.563000+01:00,1.875,-0.558,9.936,2024-09-05 21:25:02.563,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.724000+01:00,1.875,-0.563,9.938,2024-09-05 21:25:02.724,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.724000+01:00,1.875,-0.563,9.938,2024-09-05 21:25:02.724,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.883000+01:00,1.884,-0.551,9.924,2024-09-05 21:25:02.883,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:02.883000+01:00,1.884,-0.551,9.924,2024-09-05 21:25:02.883,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.041000+01:00,1.894,-0.567,9.919,2024-09-05 21:25:03.041,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.041000+01:00,1.894,-0.567,9.919,2024-09-05 21:25:03.041,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.203000+01:00,1.901,-0.543,9.941,2024-09-05 21:25:03.203,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.203000+01:00,1.901,-0.543,9.941,2024-09-05 21:25:03.203,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.361000+01:00,1.882,-0.551,9.914,2024-09-05 21:25:03.361,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.361000+01:00,1.882,-0.551,9.914,2024-09-05 21:25:03.361,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.522000+01:00,1.896,-0.546,9.924,2024-09-05 21:25:03.522,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.522000+01:00,1.896,-0.546,9.924,2024-09-05 21:25:03.522,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.682000+01:00,1.879,-0.551,9.934,2024-09-05 21:25:03.682,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.682000+01:00,1.879,-0.551,9.934,2024-09-05 21:25:03.682,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.841000+01:00,1.894,-0.567,9.924,2024-09-05 21:25:03.841,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:03.841000+01:00,1.894,-0.567,9.924,2024-09-05 21:25:03.841,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04+01:00,1.882,-0.553,9.924,2024-09-05 21:25:04.000,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04+01:00,1.882,-0.553,9.924,2024-09-05 21:25:04.000,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.162000+01:00,1.891,-0.548,9.938,2024-09-05 21:25:04.162,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.162000+01:00,1.891,-0.548,9.938,2024-09-05 21:25:04.162,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.322000+01:00,1.901,-0.543,9.936,2024-09-05 21:25:04.322,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.322000+01:00,1.901,-0.543,9.936,2024-09-05 21:25:04.322,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.483000+01:00,1.899,-0.555,9.919,2024-09-05 21:25:04.483,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.483000+01:00,1.899,-0.555,9.919,2024-09-05 21:25:04.483,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.644000+01:00,1.875,-0.543,9.926,2024-09-05 21:25:04.644,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.644000+01:00,1.875,-0.543,9.926,2024-09-05 21:25:04.644,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.805000+01:00,1.879,-0.565,9.912,2024-09-05 21:25:04.805,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.805000+01:00,1.879,-0.565,9.912,2024-09-05 21:25:04.805,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.962000+01:00,1.894,-0.555,9.924,2024-09-05 21:25:04.962,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:04.962000+01:00,1.894,-0.555,9.924,2024-09-05 21:25:04.962,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.122000+01:00,1.875,-0.543,9.917,2024-09-05 21:25:05.122,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.122000+01:00,1.875,-0.543,9.917,2024-09-05 21:25:05.122,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.284000+01:00,1.884,-0.575,9.917,2024-09-05 21:25:05.284,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.284000+01:00,1.884,-0.575,9.917,2024-09-05 21:25:05.284,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.442000+01:00,1.879,-0.546,9.931,2024-09-05 21:25:05.442,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.442000+01:00,1.879,-0.546,9.931,2024-09-05 21:25:05.442,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.601000+01:00,1.882,-0.551,9.931,2024-09-05 21:25:05.601,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.601000+01:00,1.882,-0.551,9.931,2024-09-05 21:25:05.601,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.765000+01:00,1.889,-0.587,9.91,2024-09-05 21:25:05.765,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.765000+01:00,1.889,-0.587,9.91,2024-09-05 21:25:05.765,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.922000+01:00,1.889,-0.546,9.936,2024-09-05 21:25:05.922,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:05.922000+01:00,1.889,-0.546,9.936,2024-09-05 21:25:05.922,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.084000+01:00,1.884,-0.579,9.912,2024-09-05 21:25:06.084,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.084000+01:00,1.884,-0.579,9.912,2024-09-05 21:25:06.084,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.240000+01:00,1.899,-0.577,9.922,2024-09-05 21:25:06.240,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.240000+01:00,1.899,-0.577,9.922,2024-09-05 21:25:06.240,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.402000+01:00,1.899,-0.567,9.929,2024-09-05 21:25:06.402,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.402000+01:00,1.899,-0.567,9.929,2024-09-05 21:25:06.402,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.564000+01:00,1.887,-0.572,9.926,2024-09-05 21:25:06.564,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.564000+01:00,1.887,-0.572,9.926,2024-09-05 21:25:06.564,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.725000+01:00,1.901,-0.551,9.922,2024-09-05 21:25:06.725,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.725000+01:00,1.901,-0.551,9.922,2024-09-05 21:25:06.725,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.884000+01:00,1.901,-0.572,9.924,2024-09-05 21:25:06.884,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:06.884000+01:00,1.901,-0.572,9.924,2024-09-05 21:25:06.884,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.041000+01:00,1.889,-0.575,9.929,2024-09-05 21:25:07.041,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.041000+01:00,1.889,-0.575,9.929,2024-09-05 21:25:07.041,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.201000+01:00,1.891,-0.563,9.934,2024-09-05 21:25:07.201,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.201000+01:00,1.891,-0.563,9.934,2024-09-05 21:25:07.201,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.362000+01:00,1.891,-0.572,9.931,2024-09-05 21:25:07.362,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.362000+01:00,1.891,-0.572,9.931,2024-09-05 21:25:07.362,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.525000+01:00,1.875,-0.565,9.936,2024-09-05 21:25:07.525,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.525000+01:00,1.875,-0.565,9.936,2024-09-05 21:25:07.525,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.684000+01:00,1.899,-0.548,9.934,2024-09-05 21:25:07.684,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.684000+01:00,1.899,-0.548,9.934,2024-09-05 21:25:07.684,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.842000+01:00,1.891,-0.565,9.926,2024-09-05 21:25:07.842,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:07.842000+01:00,1.891,-0.565,9.926,2024-09-05 21:25:07.842,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.005000+01:00,1.891,-0.558,9.914,2024-09-05 21:25:08.005,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.005000+01:00,1.891,-0.558,9.914,2024-09-05 21:25:08.005,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.162000+01:00,1.894,-0.546,9.926,2024-09-05 21:25:08.162,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.162000+01:00,1.894,-0.546,9.926,2024-09-05 21:25:08.162,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.325000+01:00,1.863,-0.546,9.926,2024-09-05 21:25:08.325,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.325000+01:00,1.863,-0.546,9.926,2024-09-05 21:25:08.325,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.485000+01:00,1.879,-0.558,9.922,2024-09-05 21:25:08.485,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.485000+01:00,1.879,-0.558,9.922,2024-09-05 21:25:08.485,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.641000+01:00,1.884,-0.56,9.929,2024-09-05 21:25:08.641,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.641000+01:00,1.884,-0.56,9.929,2024-09-05 21:25:08.641,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.805000+01:00,1.877,-0.563,9.938,2024-09-05 21:25:08.805,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.805000+01:00,1.877,-0.563,9.938,2024-09-05 21:25:08.805,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.960000+01:00,1.877,-0.575,9.922,2024-09-05 21:25:08.960,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:08.960000+01:00,1.877,-0.575,9.922,2024-09-05 21:25:08.960,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:09.121000+01:00,1.901,-0.567,9.922,2024-09-05 21:25:09.121,1145059,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
2807,2024-09-05 21:25:09.121000+01:00,1.901,-0.567,9.922,2024-09-05 21:25:09.121,1145061,2 (FACING camera) both hands SHAKING (sitting position),2024-09-05 21:25:00,2024-09-05 21:26:00,2024-09-05 21:26:00,U3
